c,i,id,l1_c,l1_i,language,type,code,english_overlap
had,was,person_2299,tenía,fue,Spanish,RV,es,0.550096964179515
open,do,person_2299,abrirse,hacer,Spanish,RV,es,0.36686939778375016
refund,refuse,person_2299,reembolsar,niego,Spanish,RV,es,0.3255222048265506
came,started,person_2299,vino,iniciado,Spanish,RV,es,0.6426892187035458
had,spent,person_2299,tenía,gastado,Spanish,RV,es,0.40328124555629147
go,come,person_2299,ir,venir,Spanish,RV,es,0.680283608940724
angry,nervous,person_2299,enojado,nervioso,Spanish,RJ,es,0.5365561272880985
explain,show,person_762,explicar,mostrar,Spanish,RV,es,0.5209830512001972
mistakes,faults,person_762,errores,fallas,Spanish,RN,es,0.5736997318721946
walked,stepped,person_762,caminó,caminó,Spanish,RV,es,0.616802993461401
normal,common,person_762,normal,común,Spanish,RJ,es,0.5632569089828509
was,took,person_762,fue,tomó,Spanish,RV,es,0.47105315932795544
waste,lose,person_1627,desperdiciar,perder,Spanish,RV,es,0.3582418400841925
tell,explain,person_1627,dile,explicar,Spanish,RV,es,0.601643938053098
fell,felt,person_1627,cayó,sentía,Spanish,RV,es,0.41561999971879127
biting,eating,person_1627,morder,comer,Spanish,RV,es,0.3789458321378128
wont,dont,person_1627,no,no,Spanish,RV,es,0.7807644531264134
disappointing,disappointed,person_1194,decepcionante,decepcionado,Spanish,RJ,es,0.6354756283876382
experienced,seen,person_1194,experimentado,visto,Spanish,RV,es,0.48151103384698396
part,side,person_1194,parte,lado,Spanish,RN,es,0.49379988429517896
yet,already,person_1194,todavía,ya,Spanish,RY,es,0.5832658298953596
considering,seen,person_1194,considerando,visto,Spanish,RV,es,0.47236817167712414
thing,way,person_1194,cosa,manera,Spanish,RN,es,0.5836600053113599
thing,way,person_1194,cosa,manera,Spanish,RN,es,0.5836600053113599
thing,way,person_1194,cosa,manera,Spanish,RN,es,0.5836600053113599
maintain,have,person_1194,mantener,tener,Spanish,RV,es,0.4554573067176735
dependence,independence,person_1194,dependencia,independencia,Spanish,RN,es,0.5248786730556861
was,got,person_2674,fue,tiene,Spanish,RV,es,0.5227805492604553
ago,before,person_2674,hace,antes,Spanish,RY,es,0.4342506129370873
leave,get,person_2674,dejar,conseguir,Spanish,RV,es,0.5196714189003566
sir,mr,person_2648,señor,sr.,Spanish,RN,es,0.42073534333063567
showing,performing,person_2648,mostrando,escénicas,Spanish,RV,es,0.45692147342796796
express,show,person_2264,expresar,mostrar,Spanish,RV,es,0.44249137401663163
game,match,person_2264,juego,partido,Spanish,RN,es,0.4881647501729601
tell,say,person_2264,dile,decir,Spanish,RV,es,0.6615409766975913
hygiene,cleaning,person_1744,higiene,limpieza,Spanish,RN,es,0.47547886425455366
need,used,person_1744,necesita,utilizado,Spanish,RV,es,0.45852009178678044
do,find,person_1744,hacer,encontrar,Spanish,RV,es,0.5392274610628814
talk,speak,person_2107,hablar,hablar,Spanish,RV,es,0.3232350280235905
grateful,thankful,person_426,agradecido,agradecido,Spanish,RJ,es,0.7385780445466532
lit,lightened,person_426,encendió,aligerado,Spanish,RV,es,0.4478148705525007
notifying,noticing,person_1167,notificación,notar,Spanish,RV,es,0.533132350172417
camp,camping,person_1167,campamento,camping,Spanish,RN,es,0.6243461492109841
buy,afford,person_1167,comprar,permitirse,Spanish,RV,es,0.4774647489937469
go,move,person_1167,ir,mover,Spanish,RV,es,0.5405871251254187
extremely,too,person_1167,extremadamente,demasiado,Spanish,RY,es,0.6095078026106598
pressure,stress,person_2446,presión,estrés,Spanish,RN,es,0.568106924005595
have,be,person_2693,tener,ser,Spanish,RV,es,0.5963978744827845
clothing,cloth,person_2693,ropa,paño,Spanish,RN,es,0.6315362437348803
stars,starts,person_2693,estrellas,arranques,Spanish,RN,es,0.360826942401148
give,tell,person_2693,dar,dile,Spanish,RV,es,0.5154370100102293
intense,good,person_1364,intenso,buena,Spanish,RJ,es,0.4388529892438412
get,have,person_1364,conseguir,tener,Spanish,RV,es,0.5810301426419245
ago,before,person_1364,hace,antes,Spanish,RY,es,0.4342506129370873
might,would,person_1364,podría,haría,Spanish,RV,es,0.7759511287066412
making,wining,person_974,hacer,vinificación,Spanish,RV,es,0.4253133890501676
get,have,person_1548,conseguir,tener,Spanish,RV,es,0.5810301426419245
wanted,wished,person_551,quería,deseaba,Spanish,RV,es,0.670862407542966
concerns,doubts,person_551,preocupaciones,dudas,Spanish,RN,es,0.6242703267499703
trip,travel,person_551,viaje,viaje,Spanish,RN,es,0.6588802896217398
good,complete,person_551,buena,completa,Spanish,RJ,es,0.4948614552822964
choice,selection,person_551,elección,selección,Spanish,RN,es,0.5721947812261907
made,done,person_551,hecho,hecho,Spanish,RV,es,0.5579313384449447
answer,clear,person_1944,contestar,despejar,Spanish,RV,es,0.4456202798224945
questions,doubts,person_1944,preguntas,dudas,Spanish,RN,es,0.5514177359458312
used,use,person_1944,utilizado,utilizar,Spanish,RV,es,0.6419114988842891
new,original,person_1944,nuevo,original,Spanish,RJ,es,0.5904630771489998
surfing,surf,person_1944,surf,surf,Spanish,RN,es,0.7391647329270261
make,do,person_1944,hacer,hacer,Spanish,RV,es,0.5861963999957747
sale,discount,person_1944,venta,descuento,Spanish,RN,es,0.493869163485062
time,date,person_395,tiempo,fecha,Spanish,RN,es,0.446391508575365
tell,ask,person_395,dile,preguntar,Spanish,RV,es,0.6211710370438058
tell,said,person_395,dile,dijo,Spanish,RV,es,0.47279650127655953
go,practice,person_395,ir,practicar,Spanish,RV,es,0.40494684094159594
would,am,person_395,haría,soy,Spanish,RV,es,0.31022920491933825
questions,doubt,person_395,preguntas,duda,Spanish,RN,es,0.45562178900604494
jewellery,jewels,person_395,joyería,joyas,Spanish,RN,es,0.6473687451330246
last,past,person_381,última,últimos,Spanish,RJ,es,0.5104975662707354
do,make,person_381,hacer,hacer,Spanish,RV,es,0.5861963999957747
clothing,clothes,person_381,ropa,ropa,Spanish,RN,es,0.7490681166275943
shape,form,person_381,forma,forma,Spanish,RN,es,0.5335354436339745
asked,told,person_381,preguntó,dije,Spanish,RV,es,0.6471862551275765
only,just,person_1175,sólo,sólo,Spanish,RY,es,0.7624868591290412
do,train,person_1175,hacer,entrenarse,Spanish,RV,es,0.39194538074701013
clothing,cloth,person_1175,ropa,paño,Spanish,RN,es,0.6315362437348803
take,carry,person_1175,tomar,llevar,Spanish,RV,es,0.5237975521629226
annoying,annoyed,person_1175,molesto,molesto,Spanish,RJ,es,0.5884210931019431
say,express,person_2642,decir,expresar,Spanish,RV,es,0.43453018560565726
take,pass,person_2642,tomar,pasar,Spanish,RV,es,0.4994887805577693
back,column,person_2642,espalda,columna,Spanish,RN,es,0.32349198808618895
wont,dont,person_2642,no,no,Spanish,RV,es,0.7807644531264134
back,column,person_2642,espalda,columna,Spanish,RN,es,0.32349198808618895
follow,do,person_2642,seguir,hacer,Spanish,RV,es,0.49632476874995046
continuing,cover,person_2642,continuar,cubrir,Spanish,RV,es,0.3939177931251355
bring,carry,person_2642,traer,llevar,Spanish,RV,es,0.5250335801755783
bringing,putting,person_2642,traer,poner,Spanish,RV,es,0.6683176182833397
stories,histories,person_2642,historias,historias,Spanish,RN,es,0.5473943336116531
do,are,person_2642,hacer,son,Spanish,RV,es,0.47717069914534344
shouldnt,wont,person_2642,debería,no,Spanish,RV,es,0.7750997147747256
glimpse,looking,person_2642,vistazo,mirando,Spanish,RN,es,0.4760689916195423
ruled,commanded,person_2642,gobernado,comandada,Spanish,RV,es,0.39400677229753667
competition,competence,person_1363,competencia,competencia,Spanish,RN,es,0.4153897732904986
go,do,person_1363,ir,hacer,Spanish,RV,es,0.6396568456649485
think,find,person_2050,pensar,encontrar,Spanish,RV,es,0.5434784099573504
row,position,person_2050,fila,posición,Spanish,RN,es,0.39870184185300017
clothing,clothes,person_1565,ropa,ropa,Spanish,RN,es,0.7490681166275943
breaks,brakes,person_1565,roturas,frenos,Spanish,RN,es,0.38929046036371784
learn,know,person_2535,aprender,sabe,Spanish,RV,es,0.6163379709071144
choir,chorus,person_2535,coro,coro,Spanish,RN,es,0.6214820359468374
very,too,person_2535,muy,demasiado,Spanish,RY,es,0.6522807867428722
month,days,person_1996,mes,días,Spanish,RN,es,0.7114123175001983
well,fine,person_1996,bien,fina,Spanish,RJ,es,0.5277472181920635
choose,try,person_804,elegir,intentar,Spanish,RV,es,0.5022935222761309
do,practice,person_804,hacer,practicar,Spanish,RV,es,0.4219795038424614
tried,done,person_804,intentado,hecho,Spanish,RV,es,0.5054953512035445
will,may,person_804,voluntad,puede,Spanish,RV,es,0.7591106822408709
expenses,costs,person_804,gastos,costos,Spanish,RN,es,0.6973690845009013
great,very,person_804,gran,muy,Spanish,RY,es,0.5594461027542739
think,thank,person_804,pensar,agradecer,Spanish,RV,es,0.3937530519806662
large,big,person_804,grande,gran,Spanish,RJ,es,0.7483357386528953
think,find,person_1160,pensar,encontrar,Spanish,RV,es,0.5434784099573504
club,group,person_1160,club,grupo,Spanish,RN,es,0.4463841835483138
want,wish,person_1160,quiero,gustaría,Spanish,RV,es,0.6756878577492833
music,musical,person_1160,música,musical,Spanish,RN,es,0.7365475962491359
want,wonder,person_1821,quiero,pregunto,Spanish,RV,es,0.4506615154992671
log,long,person_782,registro,largo,Spanish,RJ,es,0.311534137347772
fan,fanatic,person_2250,ventilador,fanático,Spanish,RN,es,0.5427371819774263
helpful,suitable,person_2250,servicial,conveniente,Spanish,RJ,es,0.532605600743689
assistant,assistance,person_2250,asistente,asistencia,Spanish,RN,es,0.499148552631716
job,work,person_2250,trabajo,trabajo,Spanish,RN,es,0.6114981774463069
act,performance,person_2250,acto,rendimiento,Spanish,RN,es,0.4686877120106421
costumes,customs,person_2250,trajes,aduanas,Spanish,RN,es,0.398921681430071
prize,price,person_1676,premio,precio,Spanish,RN,es,0.38299805486899396
earlier,before,person_1676,antes,antes,Spanish,RY,es,0.5613757968139064
prize,price,person_1676,premio,precio,Spanish,RN,es,0.38299805486899396
clothing,cloth,person_1676,ropa,paño,Spanish,RN,es,0.6315362437348803
clothes,cloths,person_1676,ropa,paños,Spanish,RN,es,0.7228426896355924
boring,bored,person_1676,aburrido,aburrido,Spanish,RJ,es,0.5631359050408633
clothes,cloths,person_1676,ropa,paños,Spanish,RN,es,0.7228426896355924
reply,response,person_1717,respuesta,respuesta,Spanish,RN,es,0.6292691499321197
miss,lose,person_1267,perder,perder,Spanish,RV,es,0.4904018453176081
surfing,surf,person_1267,surf,surf,Spanish,RN,es,0.7391647329270261
make,do,person_1267,hacer,hacer,Spanish,RV,es,0.5861963999957747
paint,pain,person_1267,pintura,dolor,Spanish,RN,es,0.34153663255617817
choose,like,person_691,elegir,gusta,Spanish,RV,es,0.469904960757916
do,practice,person_691,hacer,practicar,Spanish,RV,es,0.4219795038424614
give,tell,person_691,dar,dile,Spanish,RV,es,0.5154370100102293
hold,take,person_691,sostener,tomar,Spanish,RV,es,0.5886532441451879
wasnt,hadnt,person_691,no,hubiera,Spanish,RV,es,0.591947622004091
dedicated,worked,person_691,dedicado,trabajado,Spanish,RV,es,0.4239515098092062
do,practice,person_652,hacer,practicar,Spanish,RV,es,0.4219795038424614
looking,seeing,person_652,mirando,ver,Spanish,RV,es,0.6157493857828277
would,could,person_652,haría,podría,Spanish,RV,es,0.8060764990755762
only,also,person_652,sólo,también,Spanish,RY,es,0.6719152175229846
request,required,person_444,solicitar,necesaria,Spanish,RV,es,0.5304682603553709
month,time,person_444,mes,tiempo,Spanish,RN,es,0.5516468797563785
think,consider,person_444,pensar,considerar,Spanish,RV,es,0.572138533803731
tyre,wheel,person_444,neumático,rueda,Spanish,RN,es,0.4894162669939768
luxurious,luxury,person_444,lujoso,lujo,Spanish,RJ,es,0.6913626515384192
staying,living,person_644,alojarse,vivir,Spanish,RV,es,0.46470361199668964
fun,funny,person_644,divertido,gracioso,Spanish,RJ,es,0.6030389124638008
do,make,person_644,hacer,hacer,Spanish,RV,es,0.5861963999957747
fun,funny,person_644,divertido,gracioso,Spanish,RJ,es,0.6030389124638008
would,could,person_730,haría,podría,Spanish,RV,es,0.8060764990755762
venue,place,person_730,lugar,lugar,Spanish,RN,es,0.4388284517272011
raise,save,person_730,levantar,salvar,Spanish,RV,es,0.4470369973004661
attending,joined,person_730,asistir,ensambló,Spanish,RV,es,0.4108447999150441
do,have,person_730,hacer,tener,Spanish,RV,es,0.546611681864382
most,more,person_730,más,más,Spanish,RY,es,0.6317874143572717
most,more,person_730,más,más,Spanish,RY,es,0.6317874143572717
option,choice,person_61,opción,elección,Spanish,RN,es,0.6160073877659091
begin,start,person_61,comenzar,empezar,Spanish,RV,es,0.723501170297604
keen,kind,person_61,entusiasta,amable,Spanish,RJ,es,0.4803438177724076
pay,spend,person_61,pagar,pasar,Spanish,RV,es,0.46406274750120957
choice,option,person_447,elección,opción,Spanish,RN,es,0.6160073877659091
fun,funny,person_447,divertido,gracioso,Spanish,RJ,es,0.6030389124638008
stars,group,person_447,estrellas,grupo,Spanish,RN,es,0.3166684074849715
really,enormous,person_447,realmente,enorme,Spanish,RY,es,0.43066009765106195
going,doing,person_447,va,haciendo,Spanish,RV,es,0.595884285486427
asked,made,person_59,preguntó,hecho,Spanish,RV,es,0.47492428974345546
finish,close,person_2635,terminar,cerrar,Spanish,RV,es,0.48241834064657363
been,gone,person_2740,sido,ido,Spanish,RV,es,0.6385969638800895
try,have,person_2740,intentar,tener,Spanish,RV,es,0.4547194075990856
bring,take,person_2740,traer,tomar,Spanish,RV,es,0.615602908389304
give,make,person_2740,dar,hacer,Spanish,RV,es,0.551330608538594
really,very,person_720,realmente,muy,Spanish,RY,es,0.5837163610332969
very,fairly,person_720,muy,bastante,Spanish,RY,es,0.7660640530367729
recent,last,person_720,reciente,última,Spanish,RJ,es,0.5199107139264383
summer,winter,person_495,verano,invierno,Spanish,RN,es,0.7338541043738664
say,tell,person_326,decir,dile,Spanish,RV,es,0.6615409766975913
would,am,person_326,haría,soy,Spanish,RV,es,0.31022920491933825
would,am,person_326,haría,soy,Spanish,RV,es,0.31022920491933825
interested,interesting,person_326,interesado,interesante,Spanish,RJ,es,0.5558711849866799
subjects,object,person_326,temas,objeto,Spanish,RN,es,0.4627374907442811
want,like,person_326,quiero,gusta,Spanish,RV,es,0.5792964047566658
havent,didnt,person_326,no,no,Spanish,RV,es,0.5458961542755854
want,like,person_326,quiero,gusta,Spanish,RV,es,0.5792964047566658
do,put,person_326,hacer,poner,Spanish,RV,es,0.5107112106728671
go,get,person_326,ir,conseguir,Spanish,RV,es,0.6271303847193858
do,practice,person_2420,hacer,practicar,Spanish,RV,es,0.4219795038424614
clothing,cloth,person_2420,ropa,paño,Spanish,RN,es,0.6315362437348803
look,see,person_2420,mira,ver,Spanish,RV,es,0.62799813148812
clothing,cloth,person_2420,ropa,paño,Spanish,RN,es,0.6315362437348803
instance,moment,person_2420,instancia,momento,Spanish,RN,es,0.4632973086688589
requested,ask,person_2346,solicitado,preguntar,Spanish,RV,es,0.5775741046672
time,date,person_2346,tiempo,fecha,Spanish,RN,es,0.446391508575365
play,do,person_2346,jugar,hacer,Spanish,RV,es,0.4288176095684053
trip,travel,person_2346,viaje,viaje,Spanish,RN,es,0.6588802896217398
only,just,person_2583,sólo,sólo,Spanish,RY,es,0.7624868591290412
doing,practicing,person_2583,haciendo,practicando,Spanish,RV,es,0.5103680847494405
good,well,person_2583,buena,bien,Spanish,RJ,es,0.5689576321098129
option,one,person_2583,opción,uno,Spanish,RN,es,0.3993409429070006
subject,reason,person_2583,sujeto,razón,Spanish,RN,es,0.46196962687056764
provide,answer,person_1441,proporcionar,contestar,Spanish,RV,es,0.41377860778701936
month,time,person_1290,mes,tiempo,Spanish,RN,es,0.5516468797563785
chance,possibility,person_1290,oportunidad,posibilidad,Spanish,RN,es,0.5907592656617877
do,practice,person_1290,hacer,practicar,Spanish,RV,es,0.4219795038424614
crowd,people,person_1290,multitud,gente,Spanish,RN,es,0.4483899721362966
go,were,person_1290,ir,fueron,Spanish,RV,es,0.46466043535795265
hearing,listening,person_2571,escuchar,escuchar,Spanish,RV,es,0.5150738188542844
check,test,person_1044,cheque,prueba,Spanish,RN,es,0.48044320508797045
really,already,person_1044,realmente,ya,Spanish,RY,es,0.6456198976815601
able,unable,person_1044,capaz,incapaz,Spanish,RJ,es,0.6394091805509785
cant,dont,person_2001,no,no,Spanish,RV,es,0.6965993621322131
couldnt,didnt,person_2001,podía,no,Spanish,RV,es,0.8102324615645939
stay,be,person_1534,quedarse,ser,Spanish,RV,es,0.5211179374826258
figure,weight,person_1534,figura,peso,Spanish,RN,es,0.34917591191141817
team,selection,person_1118,equipo,selección,Spanish,RN,es,0.37606253057551686
excited,exiting,person_1124,emocionado,salir,Spanish,RJ,es,0.32580599626391027
trip,travel,person_1124,viaje,viaje,Spanish,RN,es,0.6588802896217398
attend,listen,person_1124,asistir,escucha,Spanish,RV,es,0.40506669259391626
check,control,person_1124,comprobar,controlar,Spanish,RV,es,0.41490866916391256
excited,existing,person_1124,emocionado,existente,Spanish,RJ,es,0.2756448188513374
especially,specially,person_1124,especialmente,especialmente,Spanish,RY,es,0.6593366744321834
cover,pay,person_1130,cubrir,pagar,Spanish,RV,es,0.43749196675147783
well,fine,person_1130,bien,fina,Spanish,RY,es,0.5277472181920635
wanted,pleased,person_1130,quería,agradó,Spanish,RV,es,0.47731708706760273
thank,give,person_2388,agradecer,dar,Spanish,RV,es,0.41484537323581433
trip,travel,person_2388,viaje,viaje,Spanish,RN,es,0.6588802896217398
work,job,person_82,trabajo,trabajo,Spanish,RN,es,0.6114981774463069
meet,knew,person_82,conocer,sabía,Spanish,RV,es,0.37992636670221003
month,period,person_881,mes,período,Spanish,RN,es,0.5470802738829325
provide,give,person_881,proporcionar,dar,Spanish,RV,es,0.6577619247098538
exciting,excited,person_1907,emocionante,emocionado,Spanish,RJ,es,0.5375284129436524
great,grateful,person_1907,gran,agradecido,Spanish,RJ,es,0.522805949178422
bring,carry,person_83,traer,llevar,Spanish,RV,es,0.5250335801755783
waste,lose,person_83,desperdiciar,perder,Spanish,RV,es,0.3582418400841925
do,take,person_2576,hacer,tomar,Spanish,RV,es,0.552954467073651
arise,happen,person_1903,surgen,suceder,Spanish,RV,es,0.5468307830283441
consumerist,consuming,person_1903,consumista,consumir,Spanish,RJ,es,0.4078967466600863
standard,level,person_2013,norma,nivel,Spanish,RN,es,0.49001984825452766
possible,able,person_2013,posible,capaz,Spanish,RJ,es,0.42996700072722815
boring,bored,person_2013,aburrido,aburrido,Spanish,RJ,es,0.5631359050408633
fun,funny,person_2013,divertido,gracioso,Spanish,RJ,es,0.6030389124638008
floor,ground,person_2013,piso,suelo,Spanish,RN,es,0.48963019173546474
fell,felt,person_2013,cayó,sentía,Spanish,RV,es,0.41561999971879127
join,enjoy,person_2013,unirse,disfrutar,Spanish,RV,es,0.4119350257158262
fun,funny,person_2013,divertido,gracioso,Spanish,RJ,es,0.6030389124638008
stay,be,person_2371,quedarse,ser,Spanish,RV,es,0.5211179374826258
get,go,person_2371,conseguir,ir,Spanish,RV,es,0.6271303847193858
enjoy,like,person_2371,disfrutar,gusta,Spanish,RV,es,0.4609008034742244
backdrop,background,person_2371,telón,fondo,Spanish,RN,es,0.49087625894854275
worthwhile,worthy,person_2371,mérito,digno,Spanish,RJ,es,0.6699261244649553
really,mostly,person_2371,realmente,mayormente,Spanish,RY,es,0.5763169149355698
stay,have,person_1877,quedarse,tener,Spanish,RV,es,0.42114639762143335
swimmer,swimming,person_1877,nadador,natación,Spanish,RN,es,0.6460714759338843
flight,travel,person_1877,vuelo,viaje,Spanish,RN,es,0.4808839073109803
good,well,person_1877,buena,bien,Spanish,RJ,es,0.5689576321098129
computing,computer,person_918,computación,computadora,Spanish,RN,es,0.6252464530571367
industry,field,person_918,industria,campo,Spanish,RN,es,0.44392931329802077
staff,stuff,person_918,personal,cosas,Spanish,RN,es,0.25606739030396014
simply,only,person_918,simplemente,sólo,Spanish,RY,es,0.7334302656157251
choose,take,person_918,elegir,tomar,Spanish,RV,es,0.5048658672263071
concern,attention,person_2039,preocupación,atención,Spanish,RN,es,0.45828115422732807
sincerely,faithfully,person_2039,sinceramente,fielmente,Spanish,RY,es,0.543266468432588
shopping,buying,person_2039,compras,comprar,Spanish,RV,es,0.4821526030161365
trip,bag,person_2039,viaje,bolsa,Spanish,RN,es,0.4108975505079232
would,could,person_2561,haría,podría,Spanish,RV,es,0.8060764990755762
had,get,person_2561,tenía,conseguir,Spanish,RV,es,0.5431032059807238
world,word,person_2561,mundo,palabra,Spanish,RN,es,0.2935736494336396
letter,mail,person_2561,carta,correo,Spanish,RN,es,0.46118451411592776
month,moth,person_2561,mes,polilla,Spanish,RN,es,0.16571851624432798
had,must,person_2561,tenía,debe,Spanish,RV,es,0.5339767764855664
wont,shouldnt,person_2561,no,debería,Spanish,RV,es,0.7750997147747256
course,curse,person_2561,curso,maldición,Spanish,RN,es,0.29488632057653275
news,notice,person_2212,noticias,aviso,Spanish,RN,es,0.37334035546700195
log,lab,person_2212,registro,laboratorio,Spanish,RN,es,0.3085960138255567
do,practice,person_2212,hacer,practicar,Spanish,RV,es,0.4219795038424614
danger,risk,person_2212,peligro,riesgo,Spanish,RN,es,0.633940574687849
go,do,person_2212,ir,hacer,Spanish,RV,es,0.6396568456649485
drive,get,person_2212,conducir,conseguir,Spanish,RV,es,0.4743405499227164
crowded,close,person_2212,concurrido,cerca,Spanish,RJ,es,0.4170355954469649
time,hour,person_2212,tiempo,hora,Spanish,RN,es,0.5807465467036899
goes,do,person_2212,va,hacer,Spanish,RV,es,0.4854658812574887
summer,winter,person_1082,verano,invierno,Spanish,RN,es,0.7338541043738664
break,brake,person_1082,rotura,freno,Spanish,RN,es,0.40170553541487247
prefer,prepare,person_1082,prefieren,preparar,Spanish,RV,es,0.43779606938943827
had,got,person_1082,tenía,tiene,Spanish,RV,es,0.68252418524527
part,poet,person_1082,parte,poeta,Spanish,RN,es,0.2620297587239936
cause,take,person_1082,causar,tomar,Spanish,RV,es,0.44285934255535475
ms,mr.,person_2010,sra.,sr.,Spanish,RN,es,0.3154202053826788
cope,being,person_2010,sobrellevarlo,ser,Spanish,RV,es,0.3494330279004657
temptation,fact,person_2010,tentación,hecho,Spanish,RN,es,0.33526552293726697
desire,wants,person_2010,deseo,quiere,Spanish,RN,es,0.5725037620607791
do,make,person_2010,hacer,hacer,Spanish,RV,es,0.5861963999957747
advance,anticipation,person_1542,avanzan,anticipación,Spanish,RN,es,0.4357507381612743
extra-curricular,extra,person_1542,extracurriculares,extra,Spanish,RJ,es,0.4309715281021932
happen,occur,person_2711,suceder,ocurrir,Spanish,RV,es,0.6784222290899314
plane,flight,person_2711,avión,vuelo,Spanish,RN,es,0.6157872132959314
plane,flight,person_2711,avión,vuelo,Spanish,RN,es,0.6157872132959314
do,would,person_1153,hacer,haría,Spanish,RV,es,0.6648635336488637
grateful,thankful,person_1153,agradecido,agradecido,Spanish,RJ,es,0.7385780445466532
asked,told,person_1153,preguntó,dije,Spanish,RV,es,0.6471862551275765
row,line,person_1153,fila,línea,Spanish,RN,es,0.43487030128150517
spend,pass,person_438,pasar,pasar,Spanish,RV,es,0.39626004776610035
options,possibilities,person_438,opciones,posibilidades,Spanish,RN,es,0.5972343736370657
was,got,person_438,fue,tiene,Spanish,RV,es,0.5227805492604553
row,line,person_438,fila,línea,Spanish,RN,es,0.43487030128150517
news,notice,person_1151,noticias,aviso,Spanish,RN,es,0.37334035546700195
asked,made,person_1151,preguntó,hecho,Spanish,RV,es,0.47492428974345546
do,practice,person_1151,hacer,practicar,Spanish,RV,es,0.4219795038424614
do,make,person_1151,hacer,hacer,Spanish,RV,es,0.5861963999957747
together,up,person_1151,juntos,arriba,Spanish,RY,es,0.5339473868931259
shouldnt,dont,person_1151,debería,no,Spanish,RV,es,0.7930068009065658
reply,replay,person_821,respuesta,repetición,Spanish,RN,es,0.3487720099964088
presented,settled,person_821,presentó,colocado,Spanish,RV,es,0.474990057193181
captain,leader,person_821,capitán,líder,Spanish,RN,es,0.4880115037694548
sessions,periods,person_821,sesiones,períodos,Spanish,RN,es,0.40805065774124005
kind,staff,person_821,tipo,personal,Spanish,RN,es,0.2864886828674704
only,unique,person_821,única,único,Spanish,RJ,es,0.45606899339408374
robbed,stolen,person_821,robado,robado,Spanish,RV,es,0.6668103563248706
crowd,public,person_2114,multitud,público,Spanish,RN,es,0.3911557895287796
venue,room,person_2114,lugar,habitación,Spanish,RN,es,0.436694856123243
late,latter,person_2114,retraso,último,Spanish,RY,es,0.46153426753611126
did,made,person_2114,hizo,hecho,Spanish,RV,es,0.49412273957955133
only,just,person_202,sólo,sólo,Spanish,RY,es,0.7624868591290412
off,free,person_202,apagado,libre,Spanish,RJ,es,0.4228226567261737
badly,uncomfortable,person_202,mal,incómodo,Spanish,RY,es,0.46953134075372327
prize,price,person_2505,premio,precio,Spanish,RN,es,0.38299805486899396
month,dates,person_2505,mes,fechas,Spanish,RN,es,0.39876261970810134
danger,risk,person_2505,peligro,riesgo,Spanish,RN,es,0.633940574687849
job,work,person_2505,trabajo,trabajo,Spanish,RN,es,0.6114981774463069
quickly,soon,person_2505,rápidamente,pronto,Spanish,RY,es,0.6680649345238074
exciting,exited,person_2505,emocionante,salió,Spanish,RJ,es,0.2533900197890067
guy,gay,person_2505,tipo,gay,Spanish,RN,es,0.38189009184342493
stay,go,person_1568,quedarse,ir,Spanish,RV,es,0.6061365568562769
asked,told,person_1597,preguntó,dije,Spanish,RV,es,0.6471862551275765
fun,funnier,person_1597,divertido,divertido,Spanish,RJ,es,0.4856472382301628
clean,clear,person_2129,limpiar,despejar,Spanish,RV,es,0.5097233906557035
cleaning,clearing,person_2129,limpiar,despejar,Spanish,RV,es,0.46841165421652387
bring,enter,person_2129,traer,entrar,Spanish,RV,es,0.40713276113384533
ready,prepared,person_2129,listo,preparado,Spanish,RJ,es,0.618691975786543
do,make,person_2129,hacer,hacer,Spanish,RV,es,0.5861963999957747
check,tests,person_2129,cheque,pruebas,Spanish,RN,es,0.4474691016906315
am,get,person_1193,soy,conseguir,Spanish,RV,es,0.36222590420337764
staff,stuff,person_1193,personal,cosas,Spanish,RN,es,0.25606739030396014
music,playing,person_1193,música,jugando,Spanish,RN,es,0.44146842255407914
audience,public,person_1193,audiencia,público,Spanish,RN,es,0.44472887566782965
month,date,person_2449,mes,fecha,Spanish,RN,es,0.43485501146686517
boss,work,person_2449,jefe,trabajo,Spanish,RN,es,0.4004753372679478
choice,option,person_2449,elección,opción,Spanish,RN,es,0.6160073877659091
giving,doing,person_2449,dando,haciendo,Spanish,RV,es,0.47404273012223397
questions,requests,person_777,preguntas,solicitudes,Spanish,RN,es,0.4965792503594564
singer,leader,person_777,cantante,líder,Spanish,RN,es,0.4527101020083898
prize,price,person_763,premio,precio,Spanish,RN,es,0.38299805486899396
questions,requests,person_763,preguntas,solicitudes,Spanish,RN,es,0.4965792503594564
mutual,common,person_763,mutuo,común,Spanish,RJ,es,0.5106340724119769
staff,organization,person_763,personal,organización,Spanish,RN,es,0.46580142579254336
also,besides,person_763,también,además,Spanish,RY,es,0.4651394112311844
hoping,hopping,person_763,esperando,lupulización,Spanish,RV,es,0.3741663326226069
photography,photo,person_372,fotografía,foto,Spanish,RN,es,0.5808785216594887
join,make,person_372,unirse,hacer,Spanish,RV,es,0.4436247286045225
waste,waist,person_372,residuos,cintura,Spanish,RN,es,0.2954708626607455
window,front,person_372,ventana,frente,Spanish,RN,es,0.4842231005045945
package,packet,person_372,paquete,paquete,Spanish,RN,es,0.428497471749197
get,find,person_372,conseguir,encontrar,Spanish,RV,es,0.5510560287634236
trip,travel,person_358,viaje,viaje,Spanish,RN,es,0.6588802896217398
