l1,type,i,c,id,l1_i,l1_c
Spanish,RN,place,seat,person_1048,lugar,asiento
Spanish,RV,used,taken,person_1048,usado,tomado
Spanish,RN,place,seat,person_1048,lugar,asiento
Spanish,RV,find,discovered,person_1048,encontrar,descubierto
Spanish,RV,went,climbed,person_1048,fuimos,trepado
Greek,RV,going,meant,person_2019,μετάβαση,σήμαινε
Greek,RV,going,meant,person_2019,μετάβαση,σήμαινε
Greek,RV,write,say,person_2019,γράφω,λένε
Greek,RV,is,have,person_2019,είναι,έχω
Greek,RN,county,country,person_2019,κομητεία,Χώρα
Greek,RV,effecting,affecting,person_2019,πραγματοποιώντας,συγκινητικός
French,RJ,Close,Closed,person_870,Fermer,Fermé
French,RY,very,really,person_870,très,vraiment
French,RN,place,part,person_870,endroit,partie
French,RN,searches,research,person_870,recherches,recherche
French,RJ,reliable,dependent,person_870,fiable,dépendant
Turkish,RV,want,let,person_2192,istemek,let
Turkish,RV,plays,appears,person_2192,oyunlar,belirir
Turkish,RV,wished,hoped,person_2192,diledi,ümit
Turkish,RN,mistake,problem,person_2192,hata,sorun
Turkish,RV,couldn't,didn't,person_2192,could,vermedi
Turkish,RV,played,appeared,person_2192,Oyunun,ortaya çıktı
Turkish,RV,said,told,person_2192,dedim,söyledi
Turkish,RV,play,appear,person_2192,oyun,görünmek
Turkish,RV,came,went,person_2192,geldi,gitti
Turkish,RJ,close,closed,person_2192,kapat,kapalı
Turkish,RY,too,very,person_2192,çok,çok
Turkish,RV,use,get,person_2192,kullanım,almak
Turkish,RN,mail,email,person_2192,posta,E-posta
Turkish,RV,coming,approaching,person_2192,gelecek,yaklaşan
Turkish,RJ,past,old,person_2192,geçmiş,eski
Turkish,RN,mail,letter,person_2192,posta,mektup
Catalan,RN,seller,assistant,person_1666,venedor,ajudant
Catalan,RN,session,performance,person_1666,sessió,rendiment
Catalan,RV,announced,promised,person_1666,anunciat,promès
Japanese,RN,reduction,discount,person_1114,削減,ディスカウント
Russian,RY,Besides,Also,person_1672,Кроме того,Также
Russian,RN,holiday,party,person_1672,день отдыха,вечеринка
Spanish,RV,explain,describe,person_1841,explique,describir
Spanish,RV,hadn't,didn't,person_1841,no tenía,no
Spanish,RJ,actually,modern-day,person_1841,actualmente,hoy en día
Spanish,RJ,wrong,bad,person_1841,incorrecto,malo
Spanish,RV,expected,supposed,person_1699,esperado,supuesto
Spanish,RY,anywhere,somewhere,person_1699,en cualquier sitio,algun lado
Greek,RV,written,said,person_1131,γραπτός,είπε
Greek,RN,night,evening,person_1131,Νύχτα,απόγευμα
Greek,RV,had,got,person_1131,είχε,πήρε
Greek,RY,sincerely,faithfully,person_1131,με εκτιμιση,πιστά
Greek,RJ,big,great,person_1131,μεγάλο,μεγάλος
Greek,RV,were,wore,person_1131,ήταν,φορούσε
Greek,RV,were,wore,person_1131,ήταν,φορούσε
Greek,RV,happened,was,person_1125,συνέβη,ήταν
Greek,RV,wrote,said,person_1125,έγραψε,είπε
Greek,RV,wrote,said,person_1125,έγραψε,είπε
Greek,RV,taking,receiving,person_1125,λήψη,λήψη
Greek,RN,answer,reply,person_1125,απάντηση,απάντηση
Greek,RV,became,were,person_1125,έγινε,ήταν
Greek,RV,went,came,person_1125,πήγε,ήρθε
Greek,RV,had,was,person_1125,είχε,ήταν
Greek,RY,After,Afterwards,person_1125,Μετά,Επειτα
Spanish,RV,didn't,wouldn't,person_56,no,no lo haría
Spanish,RV,give,throw,person_56,dar,lanzar
Spanish,RJ,delightful,delicious,person_56,encantador,delicioso
French,RV,didn't,wasn't,person_2362,n'a pas,n'était pas
French,RY,Apparently,Obviously,person_2362,Apparemment,Évidemment
French,RY,surely,certainly,person_2362,sûrement,certainement
French,RV,offer,give,person_2362,offre,donner
Catalan,RV,HAD,SHOULD,person_1119,HAB,DEIXA
Catalan,RV,COULD,HAD,person_1119,SIGUI,HAB
Catalan,RN,SHOW,THEATRE,person_1119,ESPECTACLE,TEATRE
Catalan,RV,WONDER,ASK,person_1119,MERAVELLA,PREGUNTAR
Catalan,RJ,MAIN,IMPORTANT,person_1119,PRINCIPAL,IMPORTANT
Catalan,RV,KNOW,MEET,person_1119,SABE,TROBAR-SE
Catalan,RV,MUST,OUGHT,person_1119,HAVER DE,OUGHT
German,RN,points,things,person_2376,Punkte,Dinge
German,RV,displayed,advertised,person_2376,angezeigt,beworben
German,RN,disadvantages,disappointments,person_2376,Nachteile,Enttäuschungen
German,RN,diner,dinner,person_2376,Abendessen,Abendessen
German,RV,learned,revised,person_2376,gelernt,überarbeitet
German,RV,made,did,person_2376,gemacht,tat
German,RY,now,then,person_2376,jetzt,dann
German,RV,archive,file,person_2376,Archiv,Datei
German,RV,taken,made,person_2376,genommen,gemacht
Chinese (Traditional),RV,were,did,person_1496,是,沒有
Chinese (Traditional),RY,However,Really,person_1496,然而,真
Chinese (Traditional),RJ,satisfying,satisfactory,person_1496,滿意的,滿意的
Chinese (Traditional),RV,influenced,affected,person_1496,影響,受影響
Chinese (Traditional),RV,can,would,person_1496,能夠,將
Chinese (Traditional),RV,does,has,person_1496,不,具有
Chinese (Traditional),RV,learn,acquire,person_1496,學習,獲得
Korean,RY,only,just,person_100,만,다만
French,RV,offer,give,person_699,offre,donner
French,RN,point,statement,person_699,point,déclaration
French,RY,here,there,person_699,ici,Là
French,RN,man,actor,person_699,homme,acteur
French,RN,tone,tune,person_699,Ton,régler
French,RV,offer,give,person_699,offre,donner
French,RN,diner,dinner,person_699,le dîner,dîner
French,RY,still,again,person_699,encore,encore
French,RN,improvements,renovation,person_699,des améliorations,rénovation
French,RV,join,attach,person_699,joindre,attacher
French,RY,yet,still,person_699,encore,encore
French,RV,got,have,person_699,eu,avoir
French,RN,country,countryside,person_699,pays,campagne
French,RY,too,very,person_699,aussi,très
French,RN,story,secret,person_699,récit,secret
French,RV,went,left,person_699,est allé,la gauche
French,RN,quietness,peace,person_699,calme,paix
French,RY,fast,soon,person_699,vite,bientôt
French,RY,more,again,person_699,plus,encore
Spanish,RJ,titled,entitled,person_869,noble,intitulado
Turkish,RV,given,paid,person_2160,verilmiş,ücretli
Turkish,RY,sincerely,faithfully,person_2160,içtenlikle,dürüstçe
Turkish,RV,fire,burn,person_2160,ateş,yanmak
Turkish,RN,section,area,person_2160,Bölüm,alan
German,RN,time,performance,person_1253,Zeit,Performance
German,RV,supposed,expected,person_1253,soll,erwartet
German,RV,proposed,told,person_1253,vorgeschlagen,erzählte
German,RV,come,become,person_1253,Kommen Sie,werden
Portuguese,RV,stayed,was,person_1938,fiquei,estava
Portuguese,RV,knew,thought,person_1938,sabia,pensamento
Portuguese,RN,propaganda,advertisement,person_1938,propaganda,propaganda
Portuguese,RV,had,was,person_1938,teve,estava
Portuguese,RV,have,get,person_1938,ter,pegue
Portuguese,RV,complement,complain,person_1938,complemento,reclamar
Portuguese,RV,have,get,person_1938,ter,pegue
Portuguese,RV,getting,doing,person_1938,obtendo,fazendo
Portuguese,RV,get,take,person_1938,pegue,leva
Catalan,RN,session,performance,person_1092,sessió,rendiment
Catalan,RV,said,promised,person_1092,dit,promès
Catalan,RV,wished,wanted,person_1092,desitjat,volia
Catalan,RV,including,enclosing,person_1092,incloent,tancant
Catalan,RV,could,would,person_1092,podria,ho faria
Catalan,RN,time,while,person_1092,temps,mentre
Catalan,RJ,more,longer,person_1092,més,més llarg
Catalan,RJ,surrounding,deafening,person_1092,voltants,ensordidor
Catalan,RN,fire,hob,person_1092,foc,vitroceràmica
Catalan,RN,arriving,arrival,person_1092,arribant,arribada
French,RV,obtain,get,person_1045,obtenir,obtenir
French,RJ,attractive,interesting,person_1045,attrayant,intéressant
French,RV,go,start,person_1045,aller,début
French,RV,have,provide,person_1045,avoir,fournir
Turkish,RY,later,late,person_2202,sonra,geç
Turkish,RY,no,not,person_2202,yok hayır,değil
Turkish,RV,passes,is,person_2202,geçer,olduğu
Turkish,RJ,exhausted,exhausting,person_2202,yorgun,yorucu
Spanish,RN,cook,cooking,person_2203,cocinar,cocina
Spanish,RY,hardly,nearly,person_2203,apenas,casi
Spanish,RY,Mostly,Nearly,person_2203,Principalmente,Casi
Spanish,RN,top,height,person_2203,parte superior,altura
Spanish,RV,watch,see,person_2203,reloj,ver
Italian,RN,fun,fan,person_1722,divertimento,fan
Italian,RN,possibility,opportunity,person_1722,possibilità,opportunità
Italian,RV,know,hear,person_1722,conoscere,sentire
Italian,RV,makes,lets,person_1722,fa,lascia
Italian,RV,stay,go,person_1722,restare,partire
Spanish,RV,was,took,person_2773,estaba,tomó
Spanish,RJ,last,yesterday,person_2773,último,ayer
Spanish,RN,prize,price,person_2773,premio,precio
Spanish,RJ,available,affordable,person_2773,disponible,asequible
Catalan,RV,come,go,person_2015,veniu,anar
Catalan,RV,came,became,person_2015,va venir,es va convertir
Catalan,RN,webs,websites,person_2015,webs,llocs web
Catalan,RN,fellow,friend,person_2015,company,amic
Catalan,RV,explain,say,person_2015,explica,dir
Japanese,RV,could,would,person_1454,できた,だろう
Japanese,RV,did,started,person_1454,した,始まった
Japanese,RV,accepted,offered,person_1454,受け入れた,提供された
Japanese,RN,life,lifestyle,person_1454,生活,ライフスタイル
Japanese,RV,gives,causes,person_1454,与える,原因
Japanese,RJ,big,great,person_1454,大きい,すばらしいです
Thai,RJ,disappointing,disappointed,person_101,ที่น่าผิดหวัง,ผิดหวัง
Thai,RJ,disappointing,disappointed,person_101,ที่น่าผิดหวัง,ผิดหวัง
Thai,RJ,famous,favourite,person_101,มีชื่อเสียง,ที่ชื่นชอบ
Thai,RY,sincerely,faithfully,person_101,อย่างจริงใจ,ซื่อ
Thai,RV,starting,deteriorating,person_101,ที่เริ่มต้น,ทวีความรุนแรงขึ้น
Thai,RN,price,prize,person_101,ราคา,รางวัล
Thai,RN,clothe,clothes,person_101,ตกแต่ง,เสื้อผ้า
Greek,RV,started,starred,person_883,ξεκίνησε,αστερόεις
Greek,RV,writing,waiting,person_883,Γραφή,αναμονή
Greek,RV,passed,spent,person_883,πέρασε,ξόδεψε
Greek,RV,make,do,person_883,"φτιαχνω, κανω",κάνω
German,RV,showed,advertised,person_2377,gezeigt,beworben
German,RY,more,longer,person_2377,Mehr,länger
German,RV,left,spent,person_2377,links,verbraucht
German,RJ,main,big,person_2377,Main,groß
German,RN,kind,way,person_2377,nett,Weg
German,RV,standing,causing,person_2377,Stehen,verursachen
French,RN,prize,price,person_1656,prix,prix
French,RN,material,equipment,person_1656,Matériel,équipement
French,RN,dive,diving,person_1656,se plonger,plongée
Portuguese,RV,know,have,person_465,conhecer,ter
Portuguese,RY,quite,almost,person_465,bastante,quase
Portuguese,RV,earned,had,person_465,ganhou,teve
Portuguese,RN,sun,son,person_465,Dom,filho
Portuguese,RN,sun,son,person_465,Dom,filho
Portuguese,RV,get,can,person_465,pegue,posso
Portuguese,RN,clothes,fashions,person_465,roupas,modas
Swedish,RV,stress,mess,person_1859,påfrestning,röra
Korean,RN,pitches,stadiums,person_2349,피치,경기장
French,RV,played,perform,person_2375,joué,effectuer
French,RN,representation,performance,person_2375,représentation,performance
French,RV,find,get,person_2375,trouver,obtenir
French,RV,drink,have,person_2375,boisson,avoir
French,RN,discover,invention,person_2375,découvrir,invention
Chinese (Traditional),RV,mentioned,described,person_2407,提到,描述
French,RJ,disappointing,disappointed,person_103,décevant,désappointé
French,RN,points,things,person_103,points,des choses
French,RV,spoke,wrote,person_103,parlait,a écrit
French,RV,offered,invited,person_103,offert,invité
Japanese,RV,want,went,person_842,欲しいです,行った
Japanese,RV,like,want,person_842,好き,欲しいです
Japanese,RV,played,performed,person_842,遊んだ,行った
Japanese,RJ,broken,dilapidated,person_842,壊れた,老朽化した
Japanese,RN,sea,beach,person_842,海,ビーチ
Japanese,RV,come,gone,person_842,きて,なくなった
Korean,RV,inform,gave,person_1456,알리다,준
Greek,RV,written,said,person_2759,γραπτός,είπε
Italian,RN,ballets,dancing,person_2771,balletti,danza
Italian,RY,eventually,finally,person_2771,infine,finalmente
Italian,RN,spectators,audience,person_2771,spettatori,pubblico
French,RV,have,get,person_1278,avoir,obtenir
French,RV,take,get,person_1278,prendre,obtenir
French,RN,scene,stage,person_1278,scène,étape
French,RY,where,when,person_1278,où,quand
Spanish,RN,reward,compensation,person_1091,recompensa,compensación
Spanish,RJ,lively,likely,person_1091,animado,probable
Portuguese,RN,fraud,lie,person_513,fraude,mentira
Portuguese,RV,could,has,person_513,poderia,tem
Portuguese,RJ,exciting,excited,person_513,emocionante,animado
Portuguese,RN,facilities,devices,person_513,instalações,dispositivos
Polish,RJ,interested,interesting,person_261,zainteresowany,ciekawy
Polish,RV,was,said,person_261,było,powiedziany
Polish,RV,would,must,person_261,by,musi
Polish,RV,speak,talk,person_261,mówić,rozmowa
Polish,RN,skin,leather,person_261,skóra,Skórzany
Polish,RN,part,item,person_261,część,pozycja
Polish,RN,clothes,clothing,person_261,ubranie,odzież
Swedish,RN,reparations,repairs,person_2229,skadestånd,reparationer
Swedish,RV,talking,swapping,person_2229,talande,swapping
Swedish,RV,get,make,person_2229,skaffa sig,göra
Swedish,RV,get,find,person_2201,skaffa sig,hitta
Swedish,RV,watch,see,person_2201,Kolla på,se
Swedish,RN,night,evening,person_2201,natt,kväll
Swedish,RV,told,promised,person_2201,berättade,utlovade
Swedish,RN,persons,actors,person_2201,personer,aktörer
Swedish,RN,supper,meal,person_2201,kvällsmat,måltid
Swedish,RV,said,promised,person_2201,sa,utlovade
Swedish,RV,wear,carry,person_2201,ha på sig,bära
Swedish,RJ,technical,tangible,person_2201,teknisk,påtagliga
Thai,RY,absolutely,very,person_2572,อย่างแน่นอน,มาก
Spanish,RV,got,was,person_2200,tiene,estaba
Spanish,RY,Lately,Later,person_2200,Últimamente,Luego
Spanish,RJ,close,closed,person_2200,cerrar,cerrado
Spanish,RY,finally,eventually,person_2200,finalmente,finalmente
Polish,RV,come,gone,person_2566,chodź,odszedł
Polish,RN,arguments,complaints,person_2566,argumenty,uskarżanie się
Polish,RY,rapidly,suddenly,person_2566,szybko,nagle
Polish,RN,ideas,results,person_2566,pomysły,wyniki
Portuguese,RN,public,audience,person_260,público,público
Portuguese,RN,love,lover,person_260,amor,amante
Portuguese,RV,brake,break,person_260,freio,pausa
Greek,RN,point,way,person_1090,σημείο,τρόπος
Greek,RV,don't,can't,person_1090,όχι,κλίση
Russian,RV,do,make,person_248,делать,делать
German,RV,wish,hope,person_704,Wunsch,hoffen
German,RJ,big,great,person_704,groß,großartig
German,RY,mainly,frequently,person_704,hauptsächlich,häufig
Japanese,RN,product,show,person_2604,製品,見せる
Japanese,RV,back,return,person_2604,バック,戻る
Japanese,RN,equipment,facilities,person_2604,装置,設備
Japanese,RV,went,got,person_2604,行った,得た
Japanese,RV,back,return,person_2604,バック,戻る
Japanese,RV,noticed,saw,person_2604,気づいた,見た
Japanese,RV,said,told,person_2604,前記,言った
Japanese,RV,backed,returned,person_2604,裏付け,戻ってきた
Swedish,RV,saw,watched,person_843,fick syn på,betraktade
Swedish,RV,cause,create,person_843,orsak,skapa
Swedish,RJ,Strict,Formal,person_843,Sträng,Formell
Spanish,RV,announced,advertised,person_880,Anunciado,anunciado
Spanish,RN,return,refund,person_880,regreso,reembolso
Spanish,RV,take,put,person_880,tomar,poner
Turkish,RJ,false,untrue,person_2189,yanlış,yanlış
Turkish,RV,mention,say,person_2189,Anma,söylemek
Turkish,RN,machines,appliances,person_2189,makineler,aletleri
Turkish,RN,discovering,invention,person_2189,keşfetmek,icat
Turkish,RN,researching,research,person_2189,araştırma,Araştırma
Turkish,RV,go,get,person_2189,gitmek,almak
Turkish,RV,research,study,person_2189,Araştırma,ders çalışma
Turkish,RN,plant,planet,person_2189,bitki,gezegen
French,RV,made,gave,person_2374,fabriqué,a donné
French,RN,transport,travel,person_2374,transport,Voyage
French,RV,waking,walking,person_2374,veille,en marchant
French,RN,way,means,person_2374,façon,veux dire
French,RY,older,longer,person_2374,plus âgée,plus long
French,RN,searches,research,person_2374,recherches,recherche
French,RV,don't,shouldn't,person_2412,ne pas,ne devrait pas
French,RJ,All,Whole,person_2412,Tout,Entier
French,RY,too,also,person_2412,aussi,également
French,RV,discovered,invented,person_2412,découvert,a inventé
French,RJ,All,whole,person_2412,Tout,entier
Greek,RV,pass,have,person_1133,πέρασμα,έχω
Greek,RJ,disappointing,disappointed,person_1133,απογοητευτικός,απογοητευμένος
Greek,RV,came,go,person_1133,ήρθε,πηγαίνω
Greek,RN,store,story,person_1133,κατάστημα,ιστορία
Greek,RV,bay,pay,person_1133,Όρμος,πληρωμή
Greek,RY,sincerely,faithfully,person_1133,με εκτιμιση,πιστά
Greek,RN,year,century,person_1133,έτος,αιώνας
Greek,RY,wear,when,person_1133,φορούν,πότε
Greek,RV,can,want,person_1133,μπορώ,θέλω
Greek,RV,take,get,person_1133,παίρνω,παίρνω
Greek,RV,makes,helps,person_1133,κάνει,βοηθάει
Greek,RV,stay,spend,person_1133,διαμονή,περάσουν
Greek,RV,found,like,person_1133,βρέθηκαν,σαν
Greek,RY,well,much,person_1133,Καλά,πολύ
Greek,RV,loose,lose,person_1133,χάνω,χάνω
Greek,RN,fat,weight,person_1133,Λίπος,βάρος
Greek,RV,made,develop,person_1133,έκανε,αναπτύσσω
Greek,RY,so,very,person_1133,Έτσι,πολύ
Spanish,RY,while,when,person_1899,mientras,cuando
Spanish,RJ,comprehensive,understanding,person_1899,exhaustivo,comprensión
Spanish,RV,go,come,person_1899,ir,ven
Spanish,RJ,rare,surprising,person_1899,raro,sorprendente
Spanish,RJ,wrong,bad,person_1899,incorrecto,malo
Spanish,RY,rapidly,immediately,person_1899,rápidamente,inmediatamente
Spanish,RN,final,ending,person_1899,final,finalizando
Spanish,RN,fantasy,imagination,person_1899,fantasía,imaginación
Spanish,RJ,COMPLETE,FULL,person_2402,COMPLETAR,COMPLETO
French,RN,possibility,opportunity,person_648,possibilité,opportunité
Spanish,RV,had,occurred,person_2600,tenía,ocurrió
Spanish,RV,published,advertised,person_2600,publicado,anunciado
Spanish,RV,gave,get,person_2600,dio,obtener
Spanish,RN,description,account,person_2600,descripción,cuenta
Spanish,RV,solved,resolved,person_2600,resuelto,resuelto
Spanish,RN,trouble,problem,person_2600,problema,problema
Polish,RY,rather,instead,person_2628,raczej,zamiast
German,RJ,last,yesterday,person_2006,zuletzt,gestern
German,RV,visiting,seeing,person_2006,Besuch,Sehen
German,RV,come,be,person_2006,Kommen Sie,Sein
German,RJ,large,big,person_2006,groß,groß
German,RN,robes,skirts,person_2006,Roben,die Röcke
German,RV,causes,wear,person_2006,verursacht,tragen
German,RN,robes,skirts,person_2006,Roben,die Röcke
German,RN,season,reason,person_2006,Jahreszeit,Grund
German,RN,salvation,solution,person_2006,Heil,Lösung
German,RN,kind,method,person_2006,nett,Methode
Russian,RJ,disappointing,disappointed,person_2012,разочаровывающий,разочарованный
Russian,RN,presentation,show,person_2012,презентация,шоу
Russian,RV,didn't,wasn't,person_2012,не,не было
Russian,RV,made,forced,person_2012,сделал,принудительный
Russian,RN,waist,waste,person_2012,Талия,отходы
Russian,RV,think,imagine,person_2012,считать,представить
Russian,RV,can,might,person_2012,Можно,может быть
Japanese,RV,presented,produced,person_1241,提示された,生産された
Japanese,RV,acting,playing,person_1241,演技,遊ぶ
Japanese,RY,no,not,person_1241,いいえ,ではない
Japanese,RJ,close,closed,person_1241,閉じる,閉まっている
Japanese,RN,cloth,clothes,person_1241,布,服
Spanish,RN,PROTAGONIST,STAR,person_2748,PROTAGONISTA,ESTRELLA
Spanish,RN,BEING,RACE,person_2748,SIENDO,CARRERA
Spanish,RN,MACHINE,ENGINE,person_2748,MÁQUINA,MOTOR
Spanish,RV,TAKE,DO,person_2748,TOMAR,HACER
Catalan,RV,come,appear,person_2210,veniu,apareixen
Catalan,RV,might,should,person_2210,potser,hauria
Catalan,RV,return,give,person_2210,tornada,donar
Catalan,RY,presently,now,person_2210,actualment,ara
Catalan,RV,explained,told,person_2210,explicat,va dir
Catalan,RN,points,things,person_2210,punts,coses
Catalan,RV,explain,tell,person_2210,explica,dir
Catalan,RV,be,stay,person_2210,ser,quedar-se
Portuguese,RV,was,did,person_1731,estava,fez
Portuguese,RV,had,got,person_1731,teve,obteve
Portuguese,RV,written,advertised,person_1731,escrito,anunciado
Portuguese,RV,say,tell,person_1731,dizer,contar
Portuguese,RV,increasing,advancing,person_1731,aumentando,avançando
Portuguese,RV,was,is,person_1731,estava,é
Portuguese,RV,have,get,person_1731,ter,pegue
French,RN,travel,trip,person_1056,Voyage,voyage
French,RV,spared,saved,person_1056,épargnée,enregistré
French,RV,attended,seen,person_1056,assisté,vu
French,RY,absolutely,definitely,person_1056,absolument,absolument
French,RN,troubles,problems,person_1056,troubles,problèmes
French,RN,disagreements,annoyances,person_1056,désaccords,ennuis
French,RN,thinking,thoughts,person_1056,en pensant,pensées
French,RN,manner,way,person_1056,manière,façon
French,RV,wish,hope,person_1056,souhait,espérer
French,RV,comes,appears,person_1056,vient,apparaît
Spanish,RV,came,was,person_1081,vino,estaba
Spanish,RV,involved,meant,person_1081,involucrado,significaba
Spanish,RY,Nevertheless,However,person_1081,sin embargo,sin embargo
Spanish,RN,point,thing,person_1081,punto,cosa
Spanish,RV,determined,decided,person_1081,determinado,decidido
French,RV,played,performed,person_2749,joué,effectué
French,RV,do,be,person_2749,faire,être
French,RV,explained,described,person_2749,a expliqué,décrit
Korean,RJ,real,actual,person_1240,레알,실제의
Korean,RN,stuffs,tasks,person_1240,거즈,과제
Korean,RN,nature,environment,person_1240,자연,환경
Italian,RV,pretend,demand,person_926,fingere,richiesta
Italian,RV,have,get,person_926,avere,ottenere
Italian,RV,stay,spend,person_926,restare,trascorrere
French,RV,find,think,person_2775,trouver,pense
French,RV,changed,replaced,person_2775,modifié,remplacé
French,RN,stress,emphasis,person_2775,stress,accentuation
French,RN,paper,note,person_2775,papier,Remarque
French,RV,loose,lose,person_2775,en vrac,perdre
French,RV,have,can,person_2775,avoir,pouvez
French,RN,possibilities,opportunities,person_2775,possibilités,Opportunités
French,RJ,cheap,expensive,person_2775,pas cher,coûteux
French,RN,marks,makes,person_2775,des notes,fait du
French,RV,buying,getting,person_2775,achat,obtenir
French,RJ,nervous,tense,person_2775,nerveux,tendu
Catalan,RJ,nervous,irritable,person_2761,nerviós,irritable
Catalan,RJ,main,big,person_2761,principal,gran
Catalan,RV,drink,have,person_2761,beure,tenir
Catalan,RN,element,thing,person_2761,element,cosa
Catalan,RV,keep,storing,person_2761,mantenir,emmagatzematge
Russian,RJ,available,valid,person_1334,имеется в наличии,действительный
Russian,RV,postpone,delayed,person_1334,откладывать,задерживается
Russian,RV,got,have,person_1334,получил,иметь
Russian,RV,become,get,person_1334,становиться,получить
Russian,RN,way,form,person_1334,путь,форма
Italian,RV,coming,going,person_1320,venuta,andando
Italian,RY,truly,frankly,person_1320,veramente,francamente
Italian,RV,entered,arrived,person_1320,entrato,arrivato
Italian,RV,written,advertised,person_1320,scritto,pubblicizzato
Italian,RY,before,early,person_1320,prima,presto
Italian,RV,taken,made,person_1320,prese,fatto
Italian,RN,work,labour,person_1320,lavoro,lavoro
Italian,RN,searches,advances,person_1320,ricerche,avanzamenti
Italian,RV,stay,live,person_1320,restare,vivere
Italian,RY,already,still,person_1320,già,ancora
Italian,RN,discoveries,innovations,person_1320,scoperte,innovazioni
German,RN,point,example,person_1650,Punkt,Beispiel
German,RN,point,example,person_1650,Punkt,Beispiel
German,RJ,necessary,essential,person_1650,notwendig,wesentlich
Thai,RV,writing,waiting,person_1136,การเขียน,ที่รอคอย
Thai,RN,notice,advertisement,person_1136,แจ้งให้ทราบ,การโฆษณา
Spanish,RV,say,tell,person_86,decir,contar
Spanish,RV,changed,replaced,person_86,cambiado,reemplazado
Spanish,RN,reparations,repairs,person_86,indemnización,refacción
Spanish,RV,answered,told,person_86,contestado,dicho
Japanese,RV,told,said,person_92,言った,前記
Japanese,RN,trouble,problem,person_92,トラブル,問題
Japanese,RN,stuff,staff,person_92,もの,スタッフ
Japanese,RV,would,should,person_92,だろう,すべき
Japanese,RY,seriously,carefully,person_92,真剣に,慎重に
Japanese,RV,found,saw,person_92,見つかった,見た
Catalan,RV,attempted,attended,person_1687,intentat,assistit
Catalan,RV,planned,meant,person_1687,planificat,significava
Catalan,RV,did,started,person_1687,ho va fer,va començar
Catalan,RV,take,get,person_1687,prendre,aconseguir
Catalan,RJ,hot,warmer,person_1687,calenta,més càlid
Catalan,RV,take,play,person_1687,prendre,jugar
Catalan,RV,search,find,person_1687,cerca,trobar
Catalan,RV,wish,hope,person_1687,desitjar,esperança
Polish,RN,play,show,person_463,grać,pokazać
Polish,RV,had,were,person_463,miał,byli
Polish,RN,prizes,prices,person_463,nagrody,ceny
Polish,RV,sign,stated,person_463,znak,stwierdził
Polish,RV,effect,affect,person_463,efekt,oddziaływać
Polish,RV,effects,affects,person_463,ruchomości,ma wpływ
Polish,RV,questioning,asking,person_463,pytający,pytając
French,RV,did,would,person_1861,fait,aurait
French,RN,entertainment,show,person_1861,divertissement,spectacle
French,RN,reduction,discount,person_1861,réduction,remise
French,RN,pricing,price,person_1861,tarification,prix
French,RV,made,had,person_1861,fabriqué,eu
Spanish,RV,have,get,person_1134,tener,obtener
Spanish,RV,puts,states,person_1134,pone,estados
Spanish,RV,got,was,person_1134,tiene,estaba
Spanish,RV,told,asked,person_1134,dicho,preguntó
Spanish,RV,did,had,person_1134,hizo,tenía
Spanish,RY,more,again,person_1134,Más,otra vez
Greek,RV,played,performing,person_1652,έπαιξε,την εκτέλεση
Greek,RV,take,get,person_1652,παίρνω,παίρνω
Greek,RN,sight,sign,person_1652,θέαμα,σημάδι
Greek,RJ,Close,Closed,person_1652,Κοντά,Κλειστό
Greek,RY,sincerely,faithfully,person_1652,με εκτιμιση,πιστά
Greek,RV,told,asked,person_1652,είπα,ερωτηθείς
Greek,RV,said,told,person_1652,είπε,είπα
Greek,RV,say,tell,person_1652,λένε,λέγω
Korean,RN,Stuff,Staff,person_2429,물건,직원
Korean,RY,absolutely,totally,person_2429,전혀,전적으로
Korean,RV,do,give,person_2429,해야 할 것,주기
Korean,RN,cloths,fabrics,person_2429,옷,직물
French,RJ,mean,poor,person_677,signifier,pauvre
French,RN,reparations,renovation,person_677,réparations,rénovation
French,RV,came,went,person_677,venu,est allé
Korean,RV,answer,describe,person_2617,대답,기술하다
Korean,RN,products,appliances,person_2617,제작품,가전 제품
Korean,RN,juice,juicer,person_2617,주스,무대 조명 담당자
Korean,RJ,owing,thanks,person_2617,빚지고있는,감사
Korean,RV,get,have,person_2617,도망,있다
Spanish,RV,presented,performed,person_878,presentado,realizado
Spanish,RV,mentioned,described,person_878,mencionado,descrito
Spanish,RV,makes,keeps,person_878,hace,mantiene
Polish,RV,play,perform,person_1478,grać,wykonać
Polish,RN,cooker,cook,person_1478,kuchenka,gotować
Polish,RN,answer,reply,person_1478,odpowiedź,Odpowiadać
Polish,RN,director,organiser,person_1478,dyrektor,organizator
Polish,RN,invite,invitation,person_1478,Zapraszam,zaproszenie
Polish,RN,sign,note,person_1478,znak,Uwaga
Polish,RV,put,turned,person_1478,położyć,obrócony
Polish,RV,get,receive,person_1478,dostać,otrzymać
Spanish,RV,appreciated,liked,person_688,apreciado,gustó
Spanish,RV,changed,replaced,person_688,cambiado,reemplazado
Spanish,RN,change,replacement,person_688,cambio,reemplazo
Spanish,RV,have,get,person_688,tener,obtener
Spanish,RN,answer,explanation,person_688,responder,explicación
Spanish,RY,no,not,person_688,no,no
Spanish,RY,long,far,person_688,largo,lejos
Spanish,RV,stay,spend,person_688,permanecer,gastar
French,RV,passed,had,person_844,passé,eu
French,RJ,correct,right,person_844,correct,droite
French,RV,haven't,don't,person_844,n'ont pas,ne pas
