c,i,id,l1_c,l1_i,language,type,code,l2_sim_cc_5,l2_sim_cc_10,l2_sim_cc_25,l2_sim_cc_50,l2_sim_cc_75,l2_sim_cc_100,l1_sim_cc_5,l1_sim_cc_10,l1_sim_cc_25,l1_sim_cc_50,l1_sim_cc_75,l1_sim_cc_100,l2_sim_wiki_5,l2_sim_wiki_10,l2_sim_wiki_25,l2_sim_wiki_50,l2_sim_wiki_75,l2_sim_wiki_100,l2_sim_polyglot_5,l2_sim_polyglot_10,l2_sim_polyglot_25,l2_sim_polyglot_50,l2_sim_polyglot_75,l2_sim_polyglot_100,l1_sim_polyglot_5,l1_sim_polyglot_10,l1_sim_polyglot_25,l1_sim_polyglot_50,l1_sim_polyglot_75,l1_sim_polyglot_100
certainly,surely,person_2362,certainement,sûrement,French,RY,fr,0.7802734375,0.7128777503967285,0.6411014795303345,0.6034579277038574,0.5761109590530396,0.5564550161361694,0.8959217667579651,0.8353784084320068,0.7449543476104736,0.699298620223999,0.6681252717971802,0.6470089554786682,0.6725605726242065,0.5937760472297668,0.5265407562255859,0.4768286943435669,0.45723956823349,0.436195433139801,0.8632797002792358,0.8465420007705688,0.8217672109603882,0.7775642275810242,0.7513724565505981,0.7373304963111877,0.8935163021087646,0.8778959512710571,0.8546180725097656,0.8343393802642822,0.8192317485809326,0.8075404167175293
obviously,apparently,person_2362,évidemment,apparemment,French,RY,fr,0.7417966723442078,0.6545436382293701,0.60408616065979,0.5598928928375244,0.5379679203033447,0.5319926738739014,0.6744611263275146,0.6648805141448975,0.6727340221405029,0.6574777364730835,0.6334929466247559,0.6245743036270142,0.3329997062683105,0.32784944772720337,0.2864313125610352,0.2607361674308777,0.2494692802429199,0.2389681041240692,0.8464623093605042,0.8284183144569397,0.7952162027359009,0.7790161371231079,0.7582739591598511,0.7427287697792053,0.8400883674621582,0.8399459719657898,0.8264564275741577,0.7973695397377014,0.7830238938331604,0.7691770195960999
dependent,reliable,person_870,dépendant,fiable,French,RJ,fr,0.2775394320487976,0.24229881167411804,0.2207156717777252,0.21347980201244354,0.2056312412023545,0.20013996958732605,0.2516562938690185,0.2401822507381439,0.22929957509040835,0.225531205534935,0.2263916283845901,0.2286933660507202,0.2456541359424591,0.2526627480983734,0.2249414622783661,0.19826027750968933,0.18718765676021576,0.1804815828800201,0.3055803775787353,0.30076420307159424,0.30674558877944946,0.3200432062149048,0.3198496401309967,0.3253993988037109,0.12586891651153564,0.12841466069221497,0.12538081407546997,0.1260620355606079,0.14221146702766418,0.13931876420974731
research,searches,person_870,recherche,recherches,French,RN,fr,0.3177892863750458,0.3110949993133545,0.29578012228012085,0.287289559841156,0.2737649083137512,0.25499221682548523,0.5554078817367554,0.5254665613174438,0.4333866834640503,0.4033215045928955,0.38430875539779663,0.3719106912612915,0.16355037689208984,0.16041724383831024,0.14322888851165771,0.13290908932685852,0.13523095846176147,0.1312185674905777,0.20000696182250974,0.21914207935333246,0.2391229569911957,0.2302558422088623,0.2163795530796051,0.21785497665405276,0.43467599153518677,0.4238232672214508,0.4075468182563782,0.4041097164154053,0.38602444529533386,0.37903985381126404
part,place,person_870,partie,endroit,French,RN,fr,0.2895191311836243,0.2592041492462158,0.2528258860111237,0.24281086027622226,0.2439044862985611,0.2358697056770325,0.18085539340972892,0.1883292496204376,0.2019999623298645,0.20815780758857727,0.21370163559913635,0.2161867320537567,0.1583850085735321,0.12022348493337633,0.11297057569026947,0.12268687784671785,0.11472129076719285,0.11550678312778473,0.5849066972732544,0.5817966461181641,0.5933247208595276,0.5823969841003418,0.5627533197402954,0.5583972930908203,0.19954578578472137,0.2163075953722,0.20372574031352997,0.20198197662830353,0.20017245411872864,0.19723865389823914
really,very,person_870,vraiment,très,French,RY,fr,0.5253487825393677,0.4909748435020447,0.4865401089191437,0.4753642678260803,0.4685911536216736,0.4640321433544159,0.6382683515548706,0.6299099326133728,0.6132779121398926,0.593775749206543,0.578582763671875,0.5632014274597168,0.5943721532821655,0.5144748687744141,0.5048536062240601,0.4552679359912872,0.4375551640987396,0.4274515509605408,0.5438998937606812,0.5723227858543396,0.57194983959198,0.5578492879867554,0.561043918132782,0.5592339038848877,0.6335383653640747,0.6404354572296143,0.6334840059280396,0.620657205581665,0.6130418181419373,0.596774697303772
mankind,human,person_2350,humanité,humain,French,RN,fr,0.4641739726066589,0.4296625256538391,0.4077391624450684,0.3884202837944031,0.3691052198410034,0.36529114842414856,0.463348388671875,0.4755289554595947,0.472813606262207,0.4311237037181854,0.4164848327636719,0.4051533341407776,0.4970947802066803,0.5275065302848816,0.4461473822593689,0.3959574103355408,0.3749599456787109,0.35884910821914673,0.21703732013702395,0.20385532081127167,0.20436635613441467,0.15780013799667358,0.15249761939048767,0.1434888243675232,0.11855357140302658,0.12600700557231903,0.1370222121477127,0.1265920102596283,0.12199023365974426,0.12064321339130402
side,end,person_686,côté,fin,French,RN,fr,0.2852652668952942,0.25710251927375793,0.2436220943927765,0.23138268291950226,0.22728854417800906,0.22411683201789856,0.2859165370464325,0.2778105735778809,0.2609229981899261,0.2570266425609589,0.2541908621788025,0.25313156843185425,0.1543339192867279,0.15898087620735168,0.14125597476959229,0.13800837099552155,0.1376951038837433,0.13573147356510162,0.719813346862793,0.7513060569763184,0.7035418748855591,0.6796497106552124,0.6722037196159363,0.6593520641326904,0.3862750232219696,0.43745601177215576,0.408657044172287,0.3717389702796936,0.3711429536342621,0.3656606078147888
involves,uses,person_686,implique,utilise,French,RV,fr,0.3795619010925293,0.3361420035362244,0.3439961671829224,0.35468047857284546,0.3535762429237366,0.35147589445114136,0.4021896719932556,0.3956209421157837,0.3759690523147583,0.3835926651954651,0.3857603669166565,0.3829471468925476,0.3243371844291687,0.3185329735279083,0.3134826421737671,0.3137719929218292,0.30449482798576355,0.3022774159908295,0.4673608541488648,0.45309594273567205,0.4258978664875031,0.385003387928009,0.3790422081947327,0.3687050938606262,0.610008180141449,0.5983923673629761,0.6017049551010132,0.5961499214172363,0.5870898962020874,0.5874083042144775
special,particular,person_686,spécial,particulier,French,RJ,fr,0.2957132160663605,0.27359873056411743,0.2691890597343445,0.2653781771659851,0.2613639831542969,0.25219279527664185,0.3587374687194824,0.3924667835235596,0.3964851498603821,0.3658275008201599,0.3567362725734711,0.3485372066497803,0.27906620502471924,0.2404104918241501,0.21312215924263,0.18991199135780326,0.18650731444358826,0.17471352219581604,0.453293651342392,0.4685307145118714,0.42030996084213257,0.3952097892761231,0.3993929624557495,0.3976573944091797,0.5399479866027832,0.4874988794326782,0.47247499227523804,0.45722103118896484,0.44834086298942566,0.441881000995636
particular,personal,person_686,particulier,personnel,French,RJ,fr,0.21701470017433167,0.2065532803535461,0.19121798872947693,0.1984337866306305,0.1958794891834259,0.2009614109992981,0.357606053352356,0.3681760430335999,0.3525342345237732,0.34721839427948,0.345070481300354,0.3519874513149261,0.18154501914978027,0.17569312453269958,0.16292259097099304,0.1484958827495575,0.14540769159793854,0.14446574449539185,0.41983622312545776,0.4096958935260773,0.3864455819129944,0.3569747507572174,0.3615369498729706,0.35662803053855896,0.5525349378585815,0.5035620927810669,0.4897158741950989,0.48802435398101807,0.47781556844711304,0.4652705788612366
come,become,person_2256,venir,devenir,French,RV,fr,0.2748425006866455,0.2620731294155121,0.2613494992256165,0.2505479753017425,0.2453755736351013,0.248473197221756,0.35049930214881897,0.3487703800201416,0.32329076528549194,0.3265941143035889,0.3188995122909546,0.329172819852829,0.14588433504104614,0.16461053490638733,0.1771620512008667,0.18041637539863584,0.17968568205833435,0.17896637320518494,0.4543977677822113,0.4626937508583069,0.4470581412315369,0.456671416759491,0.4536817073822022,0.4564149975776672,0.4753364026546478,0.43932247161865234,0.43612921237945557,0.43777212500572205,0.43355685472488403,0.42712658643722534
told,said,person_2256,dit,dit,French,RV,fr,0.4902880191802978,0.4667710959911346,0.4487897157669067,0.4427495002746582,0.4285992383956909,0.4200229644775391,0.7188270092010498,0.6572782397270203,0.6009279489517212,0.5706455707550049,0.5507852435112,0.5371186733245851,0.5544524192810059,0.5267462730407715,0.461114764213562,0.4364370107650757,0.4029424786567688,0.37884581089019775,0.643843948841095,0.6178558468818665,0.6060658693313599,0.6058101654052734,0.5969352126121521,0.5923705101013184,0.6872982978820801,0.6727356910705566,0.6469075679779053,0.6281358599662781,0.6145437955856323,0.6034090518951416
actor,man,person_699,acteur,homme,French,RN,fr,0.31244903802871704,0.2956167459487915,0.2727662920951843,0.26032936573028564,0.2536952793598175,0.2481857240200043,0.3320809602737427,0.3163343667984009,0.3024718165397644,0.3014251589775085,0.295412540435791,0.2939014434814453,0.2913469076156616,0.27328628301620483,0.24668222665786746,0.2343048155307769,0.2252565771341324,0.2259453535079956,0.5744488835334778,0.5434417128562927,0.4869877398014069,0.4531470239162445,0.433465301990509,0.43510794639587397,0.7015535831451416,0.7151217460632324,0.6269122362136841,0.5962649583816528,0.5801680088043213,0.5657198429107666
had,took,person_1028,avait,pris,French,RV,fr,0.4749283790588379,0.4547375440597534,0.4577765464782715,0.4547697901725769,0.43138450384140015,0.4276643395423889,0.465874046087265,0.4484327137470245,0.41192662715911865,0.43345189094543457,0.4260047078132629,0.4144734740257263,0.2489480525255203,0.2735140323638916,0.29857325553894043,0.3002601265907288,0.2861610054969788,0.2787656188011169,0.46108877658844,0.3886563181877136,0.3845919966697693,0.3856154084205627,0.3876123428344727,0.39050036668777466,0.25498515367507935,0.2489665150642395,0.20499421656131744,0.17782287299633026,0.16729366779327393,0.16636013984680176
have,got,person_838,ont,obtenu,French,RV,fr,0.5723373889923096,0.498341828584671,0.4386293888092041,0.4025784730911255,0.391876220703125,0.3866435289382935,0.3612785935401917,0.33605796098709106,0.3312368392944336,0.32282745838165283,0.31720688939094543,0.30628448724746704,0.3735157251358032,0.3097284734249115,0.31430530548095703,0.2833765149116516,0.293159544467926,0.2962835431098938,0.5637205839157104,0.5191928148269653,0.4588715434074402,0.4374474883079529,0.415957510471344,0.4101123213768005,0.0865815058350563,0.10667175054550171,0.11643164604902267,0.08646029233932495,0.07525119930505753,0.0693577378988266
complaints,explanations,person_2023,plaintes,explications,French,RN,fr,0.2304131090641021,0.2265296429395676,0.2062796950340271,0.2017221450805664,0.19677650928497314,0.2011370807886124,0.33706992864608765,0.3525716960430145,0.3759893178939819,0.36150872707366943,0.3624982833862305,0.3634812831878662,0.19907277822494507,0.19036976993083954,0.17911504209041595,0.16860651969909668,0.16202744841575625,0.1636877954006195,0.6118220090866089,0.6120427846908569,0.5958988070487976,0.5839636921882629,0.5749489665031433,0.5703756213188171,0.6670184135437012,0.6540099382400513,0.6512924432754517,0.6500497460365295,0.6443365216255188,0.6394438743591309
problem,event,person_2023,problème,événement,French,RN,fr,0.11184833943843844,0.11483562737703325,0.10037413239479064,0.0893130823969841,0.0836341604590416,0.07766807824373245,0.27119916677474976,0.2489651143550873,0.21654269099235526,0.19620189070701602,0.19643093645572665,0.1919853687286377,0.06985753774642944,0.06398428231477737,0.049700986593961716,0.0420922301709652,0.03843887895345688,0.0383211113512516,0.6536257266998291,0.6256517171859741,0.6508679389953613,0.6393261551856995,0.6273373365402222,0.6113957166671753,0.3839097321033478,0.3953300714492798,0.4016565680503845,0.38477498292922974,0.3845117688179016,0.3770257532596588
got,received,person_2037,obtenu,reçu,French,RV,fr,0.4068590998649597,0.3901333212852478,0.334964781999588,0.3109285533428192,0.2986074686050415,0.2936154901981354,0.5455220937728882,0.5337427854537964,0.4910795092582703,0.4706229567527771,0.4659321308135986,0.4612754583358765,0.391237735748291,0.34208863973617554,0.27584749460220337,0.2378391027450561,0.21176445484161371,0.20039156079292292,0.5932760238647461,0.595973789691925,0.5549685955047607,0.5467619895935059,0.5378732085227966,0.5260429382324219,0.7506532669067383,0.7447226047515869,0.7241841554641724,0.7005017995834351,0.6831389665603638,0.6744573712348938
plan,search,person_2037,planifier,rechercher,French,RV,fr,0.09168490767478944,0.08969266712665558,0.07418635487556458,0.06989732384681703,0.06605987250804901,0.06601793318986893,0.3636713624000549,0.3455793261528015,0.3572371006011963,0.36755144596099854,0.3715131878852844,0.3714974522590637,0.07278909534215927,0.06551487743854523,0.05771207809448242,0.05620191618800163,0.05980964750051498,0.0584167093038559,0.5914653539657593,0.5775519609451294,0.5680344104766846,0.5553967952728271,0.5421405434608461,0.5465890169143677,0.6915884017944336,0.6870383024215698,0.6831468939781189,0.6857033371925354,0.6792237162590027,0.6826273202896118
tell,take,person_2037,dire,prendre,French,RV,fr,0.3210386633872986,0.32128649950027466,0.35378777980804443,0.3367459177970886,0.3148905634880066,0.3097764253616333,0.39996722340583796,0.3857167363166809,0.3990668058395386,0.3949826955795288,0.39946961402893066,0.4023584425449371,0.17766830325126648,0.20174270868301392,0.23085469007492065,0.2258976697921753,0.22264394164085388,0.21989262104034424,0.6596181988716125,0.6588261723518372,0.6450269222259521,0.6329771280288696,0.6254391670227051,0.6159213781356812,0.5071088075637817,0.5239220857620239,0.5328620672225952,0.5389062762260437,0.5278487801551819,0.5294543504714966
there,here,person_2037,là,ici,French,RY,fr,0.4126480221748352,0.3801489174365997,0.35716161131858826,0.3386729955673218,0.33560168743133545,0.3267894685268402,0.3543456792831421,0.3289862275123596,0.3177332580089569,0.2940405011177063,0.28373250365257263,0.2726309895515442,0.3999262452125549,0.4341541528701782,0.40912091732025146,0.3982731699943543,0.3931725025177002,0.3904608190059662,0.5700563192367554,0.5074739456176758,0.4775437116622925,0.42825615406036377,0.4114561378955841,0.40072932839393616,0.5564868450164795,0.5678226947784424,0.549498975276947,0.5422267317771912,0.5290953516960144,0.5112537145614624
leaving,giving,person_2008,laissant,donner,French,RV,fr,0.33077675104141235,0.3049512505531311,0.3075249195098877,0.2967076897621155,0.2903643250465393,0.2898254990577698,0.42471417784690857,0.4256243407726288,0.3925052285194397,0.3844583630561829,0.37435036897659296,0.37225598096847534,0.20886459946632385,0.1988220363855362,0.2314015030860901,0.2162147760391236,0.21678633987903595,0.20989878475666046,0.6009831428527832,0.6356322765350342,0.5977455377578735,0.5836873054504395,0.5696300864219666,0.5571918487548828,0.17026077210903168,0.16637945175170898,0.19269326329231262,0.18361377716064453,0.1854807734489441,0.17826242744922638
had,were,person_2008,avait,étaient,French,RV,fr,0.5232331752777101,0.5502840280532837,0.4838395118713379,0.4611676335334778,0.4395684599876404,0.4279094934463501,0.5501545667648315,0.5293253660202026,0.4946142435073853,0.4785715937614441,0.4752476811408997,0.4674981236457825,0.3923877477645874,0.4446788430213928,0.3467637598514557,0.3078960180282593,0.2942044138908386,0.2833200097084045,0.5950397849082947,0.6266316175460815,0.5793770551681519,0.5248987674713135,0.5064661502838135,0.4862972795963288,0.5660597681999207,0.5566357374191284,0.5118793249130249,0.49005526304244995,0.480143666267395,0.48229846358299255
matters,points,person_2008,questions,points,French,RN,fr,0.1853832006454468,0.18346643447875974,0.17634189128875732,0.16333040595054624,0.15863212943077087,0.15146608650684354,0.2334726154804229,0.21578305959701533,0.1898127943277359,0.18009498715400696,0.19321075081825256,0.1946578025817871,0.04015394300222397,0.041672378778457635,0.05148303136229515,0.05681946873664856,0.061299338936805725,0.06344403326511383,0.5497103929519653,0.5267738699913025,0.5057600140571594,0.5066754221916199,0.4955905079841614,0.4843372702598572,0.557387113571167,0.5345497131347656,0.5212786197662354,0.5102754831314087,0.5029357671737671,0.4970417618751526
are,have,person_2008,sont,ont,French,RV,fr,0.4626540541648865,0.4318922758102417,0.4377758502960205,0.4198294878005981,0.40254178643226624,0.3887790739536285,0.6168593168258667,0.5883798599243164,0.5888546705245972,0.559634804725647,0.5458322763442993,0.5421798229217529,0.33191490173339844,0.3184926211833954,0.30505403876304626,0.2989497780799866,0.2860598564147949,0.2778911590576172,0.6557372808456421,0.6235685348510742,0.5641811490058899,0.5298665761947632,0.5013842582702637,0.4800686240196228,0.5254676342010498,0.5151859521865845,0.45704782009124756,0.4399997591972351,0.42616015672683716,0.42478588223457336
willpower,will,person_2357,volonté,va,French,RN,fr,0.09469320625066756,0.1116217076778412,0.12435613572597505,0.11724506318569185,0.11003144085407256,0.10802064836025238,0.07244157791137695,0.058859430253505714,0.07071680575609207,0.07235079258680344,0.07058683037757874,0.06701719760894775,0.09741638600826263,0.1041981726884842,0.08832362294197083,0.08805549144744873,0.07731473445892334,0.07024072110652924,0.1480846107006073,0.14564472436904907,0.13425786793231964,0.10634102672338486,0.09703226387500764,0.09153618663549423,0.2105405628681183,0.20281299948692322,0.18007804453372955,0.15387722849845886,0.13787174224853516,0.1264859139919281
willpower,will,person_2357,volonté,va,French,RN,fr,0.09469320625066756,0.1116217076778412,0.12435613572597505,0.11724506318569185,0.11003144085407256,0.10802064836025238,0.07244157791137695,0.058859430253505714,0.07071680575609207,0.07235079258680344,0.07058683037757874,0.06701719760894775,0.09741638600826263,0.1041981726884842,0.08832362294197083,0.08805549144744873,0.07731473445892334,0.07024072110652924,0.1480846107006073,0.14564472436904907,0.13425786793231964,0.10634102672338486,0.09703226387500764,0.09153618663549423,0.2105405628681183,0.20281299948692322,0.18007804453372955,0.15387722849845886,0.13787174224853516,0.1264859139919281
willpower,will,person_2357,volonté,va,French,RN,fr,0.09469320625066756,0.1116217076778412,0.12435613572597505,0.11724506318569185,0.11003144085407256,0.10802064836025238,0.07244157791137695,0.058859430253505714,0.07071680575609207,0.07235079258680344,0.07058683037757874,0.06701719760894775,0.09741638600826263,0.1041981726884842,0.08832362294197083,0.08805549144744873,0.07731473445892334,0.07024072110652924,0.1480846107006073,0.14564472436904907,0.13425786793231964,0.10634102672338486,0.09703226387500764,0.09153618663549423,0.2105405628681183,0.20281299948692322,0.18007804453372955,0.15387722849845886,0.13787174224853516,0.1264859139919281
do,make,person_2357,faire,faire,French,RV,fr,0.3964872360229492,0.3972426652908325,0.3771708309650421,0.37742733955383295,0.3655977249145508,0.3614171445369721,0.7680262923240662,0.7246495485305786,0.682053804397583,0.6560197472572327,0.6422737240791321,0.6318765878677368,0.3091330826282501,0.3150253593921661,0.3222962021827698,0.3223215043544769,0.3217576444149017,0.3223313093185425,0.6403530836105347,0.6179912090301514,0.6103459596633911,0.6167889833450317,0.6133259534835815,0.602141261100769,0.7399302124977112,0.7224613428115845,0.6905552744865417,0.6600801348686218,0.6402208209037781,0.6263909339904785
prevented,forbid,person_2357,empêché,interdire,French,RV,fr,0.27265703678131104,0.2925850450992584,0.29837119579315186,0.2718139886856079,0.2663334608078003,0.26022496819496155,0.457529604434967,0.4424201250076294,0.4316555857658386,0.3966331481933594,0.3872362673282623,0.3862946331501007,0.4688960015773773,0.4577845931053162,0.4398203492164612,0.38914138078689575,0.3595563769340515,0.3378282785415649,0.4185141324996948,0.4070520401000977,0.39489400386810297,0.388380229473114,0.3758161067962647,0.37232857942581177,0.38118675351142883,0.34967541694641113,0.32481080293655396,0.3060568571090698,0.30207446217536926,0.2914787530899048
left,let,person_383,laissé,laisser,French,RV,fr,0.1981087327003479,0.20265205204486847,0.17952992022037506,0.17030566930770874,0.16867950558662415,0.16693958640098572,0.6865776777267456,0.6812043190002441,0.5563515424728394,0.5043277144432068,0.4728703498840332,0.4509167373180389,0.2335146963596344,0.2052265703678131,0.1810435652732849,0.17551535367965698,0.17274141311645508,0.17016026377677915,0.4901506006717682,0.4852200150489807,0.4869747459888458,0.4635331630706787,0.4666428565979004,0.4640200734138489,0.31808316707611084,0.29429763555526733,0.294624924659729,0.26498255133628845,0.24121978878974915,0.23298263549804688
shows,spectacles,person_1028,spectacles,lunettes,French,RN,fr,0.1223103329539299,0.10152886807918547,0.09758033603429794,0.0936807096004486,0.09810315072536467,0.0941934883594513,0.1517130732536316,0.14177697896957395,0.14025606215000153,0.15131396055221558,0.14933300018310547,0.15303930640220642,0.07752932608127594,0.06095735728740693,0.0578957311809063,0.06474362313747406,0.06651602685451508,0.07219491899013519,0.2240184992551804,0.238851934671402,0.2079697847366333,0.21925711631774905,0.2305833101272583,0.2305947244167328,0.31696587800979614,0.3401919901371002,0.3438377380371094,0.3502166271209717,0.34870684146881104,0.3515036404132843
nose,noise,person_238,nez,bruit,French,RN,fr,0.10408375412225723,0.0885077565908432,0.09211680293083192,0.1001838445663452,0.1007046103477478,0.10240016877651216,0.2326718866825104,0.2279762029647827,0.2266993820667267,0.2339443862438202,0.229095071554184,0.2262510061264038,0.1117025464773178,0.10608342289924624,0.10650834441184998,0.10783492028713226,0.10782930254936217,0.1109374612569809,0.4039410352706909,0.3820595443248749,0.3501157164573669,0.34874552488327026,0.3346500396728516,0.3292638659477234,0.5082104206085205,0.5131493806838989,0.5062966346740723,0.48509150743484497,0.47828418016433716,0.47751495242118835
clever,wise,person_238,intelligent,sage,French,RJ,fr,0.35186880826950073,0.3760703802108765,0.3587799072265625,0.3654497265815735,0.3513563275337219,0.33960968255996704,0.3906642198562622,0.3872516751289368,0.38325294852256775,0.3905874788761139,0.3906219899654389,0.3904781937599182,0.2728923261165619,0.3139775097370148,0.31096652150154114,0.2850373983383179,0.2679938077926636,0.2607686519622803,0.4337448477745056,0.4292219579219818,0.4440808296203613,0.4426436722278595,0.44640493392944336,0.4455069899559021,0.3405635952949524,0.38023507595062256,0.3799797296524048,0.36802753806114197,0.3665665090084076,0.3735186755657196
writing,waiting,person_1370,écrit,attente,French,RV,fr,0.1569792628288269,0.17015862464904785,0.1510508954524994,0.1420585811138153,0.13367882370948792,0.13170915842056274,0.03555300086736679,0.03284670040011406,0.03192757070064545,0.03383413329720497,0.03822540491819382,0.03935413435101509,0.08674229681491852,0.0955156832933426,0.07409076392650604,0.07609783113002777,0.07526353746652603,0.07682101428508759,0.4612471461296082,0.42787936329841614,0.4314023852348328,0.4123678803443909,0.4031374454498291,0.3914505243301392,0.13893087208271027,0.1435834765434265,0.1471468210220337,0.15324944257736206,0.153824120759964,0.15098601579666138
response,return,person_383,réponse,retour,French,RN,fr,0.1741345226764679,0.16970548033714294,0.15681958198547366,0.1501375436782837,0.14411890506744385,0.13899782299995422,0.19610078632831573,0.20596827566623688,0.2053861320018769,0.202477365732193,0.1973828822374344,0.19147761166095734,0.1204374134540558,0.09557324647903442,0.08214075118303299,0.08741801977157593,0.0852762907743454,0.08556772768497467,0.5700457096099854,0.5553724765777588,0.5175972580909729,0.5063875913619995,0.4965223073959351,0.4937451481819153,0.33291417360305786,0.35707777738571167,0.35789191722869873,0.3724857568740845,0.3594105839729309,0.3482009172439575
moral,morality,person_383,morale,moralité,French,RN,fr,0.7120605707168579,0.6346869468688965,0.5704634189605713,0.5348064899444579,0.5101886987686157,0.4925376772880554,0.6590311527252197,0.5897412300109863,0.5315793156623839,0.5077284574508667,0.4898290634155274,0.4780915975570679,0.6842440366744995,0.5977011919021606,0.5406105518341064,0.5141164064407349,0.5035851001739502,0.4957836270332336,0.4953855872154236,0.4714227616786957,0.4527823925018311,0.4406236410140991,0.4295151829719544,0.41903403401374817,0.5021988153457642,0.48705804347991943,0.46164822578430176,0.4474896192550659,0.4516794681549072,0.44701918959617615
angry,hungry,person_1372,fâché,faim,French,RJ,fr,0.3479765653610229,0.33357763290405273,0.31577032804489136,0.3076866269111633,0.30030789971351624,0.2947171330451965,0.2331190556287765,0.21258753538131714,0.21585966646671287,0.21410119533538816,0.2126545011997223,0.21276652812957764,0.2566547393798828,0.24176037311553955,0.2342478036880493,0.2236739993095398,0.21006634831428528,0.21062204241752625,0.6383140087127686,0.6520004272460938,0.6587040424346924,0.6618781089782715,0.6515222787857056,0.6427721381187439,0.29001760482788086,0.3007170557975769,0.2775436043739319,0.27669572830200195,0.2759604752063751,0.2680419385433197
had,got,person_1372,avait,obtenu,French,RV,fr,0.6314924359321594,0.5723605751991272,0.5186147093772888,0.49555903673172,0.4755288362503052,0.4588963389396668,0.4116456210613251,0.4042128622531891,0.3816449344158173,0.3728648126125336,0.3707247972488403,0.3646670877933502,0.3609754741191864,0.4000377058982849,0.38815319538116455,0.3364701867103577,0.3213595747947693,0.3130798637866974,0.6439394950866699,0.5899910926818848,0.5507448315620422,0.5348445177078247,0.5141984224319458,0.5052619576454163,0.18257173895835876,0.16840630769729614,0.1666709929704666,0.14378324151039124,0.13065430521965027,0.13240906596183777
get,have,person_1372,obtenir,ont,French,RV,fr,0.4519150257110596,0.4776559770107269,0.4321019351482392,0.4111254811286926,0.4047117829322815,0.3916256427764893,0.32797402143478394,0.3265656530857086,0.3099894523620605,0.2984730005264282,0.2947778403759003,0.2908606231212616,0.3335679769515991,0.3025637269020081,0.29820626974105835,0.2823261022567749,0.2938993275165558,0.2941415309906006,0.5837510228157043,0.5985258221626282,0.5474750995635986,0.5101710557937622,0.501714825630188,0.4882904291152954,0.0672624483704567,0.0658707320690155,0.06413304060697556,0.043625958263874054,0.0398762971162796,0.031825289130210876
here,there,person_1370,ici,là,French,RY,fr,0.4126480221748352,0.3801489174365997,0.35716161131858826,0.3386729955673218,0.33560168743133545,0.3267894685268402,0.3543456792831421,0.3289862275123596,0.3177332580089569,0.2940405011177063,0.28373250365257263,0.2726309895515442,0.3999262452125549,0.4341541528701782,0.40912091732025146,0.3982731699943543,0.3931725025177002,0.3904608190059662,0.5700563192367554,0.5074739456176758,0.4775437116622925,0.42825615406036377,0.4114561378955841,0.40072932839393616,0.5564868450164795,0.5678226947784424,0.549498975276947,0.5422267317771912,0.5290953516960144,0.5112537145614624
way,solutions,person_1370,façon,solutions,French,RN,fr,0.1991914808750153,0.17300713062286374,0.15839055180549622,0.16194622218608856,0.16805274784564972,0.16369032859802246,0.2591002583503723,0.2750093936920166,0.24658048152923584,0.2302730977535248,0.2339590489864349,0.23306067287921906,0.1497645378112793,0.11981742084026335,0.10010171681642532,0.10548406094312668,0.10541513562202454,0.10867682099342346,0.3058765530586243,0.31303590536117554,0.2917515635490417,0.2928444743156433,0.3022258281707764,0.2990622222423553,0.38799065351486206,0.360716849565506,0.3518100380897522,0.34013688564300537,0.3377299904823303,0.3243807554244995
customer,costumer,person_1370,client,costumier,French,RN,fr,0.6069716811180115,0.570184588432312,0.49760502576828,0.4257883131504059,0.4069743752479553,0.3902218341827393,0.1558743268251419,0.1966921091079712,0.19308209419250488,0.19555693864822388,0.20232656598091125,0.1976596713066101,0.22383657097816467,0.20733526349067688,0.17896413803100586,0.15806564688682556,0.14827989041805267,0.14474458992481232,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,0.2634183466434479,0.2732078731060028,0.2675391137599945,0.264095664024353,0.2603858709335327,0.25443798303604126
claiming,pretending,person_1370,prétendant,prétendant,French,RV,fr,0.4253357946872711,0.4134605526924133,0.4379651844501496,0.4020676910877228,0.3976740539073944,0.3846483826637268,0.7115955948829651,0.6581940650939941,0.5959989428520203,0.5548386573791504,0.5333592891693115,0.5194548964500427,0.29330453276634216,0.2752608060836792,0.2753390073776245,0.2661061584949493,0.23924414813518524,0.2303222268819809,0.5389219522476196,0.5412435531616211,0.5433183908462524,0.5409087538719177,0.5122906565666199,0.5027173757553101,0.6656662821769714,0.6413215398788452,0.6125872135162354,0.5908834934234619,0.5752180218696594,0.5628564357757568
dinner,diner,person_1370,dîner,resto,French,RN,fr,0.4584491848945618,0.4066811800003052,0.3981980085372925,0.38319361209869385,0.3789282441139221,0.3738510608673096,0.5444648265838623,0.5152484178543091,0.4875163733959198,0.4685802757740021,0.4555072486400604,0.4435358047485352,0.37488529086112976,0.3558201193809509,0.3276768922805786,0.3235408663749695,0.32593590021133423,0.32665714621543884,0.4975433647632599,0.4674240946769714,0.4674001336097717,0.4500740766525269,0.4499451518058777,0.4371564984321594,0.46194472908973694,0.4597952663898468,0.42313361167907715,0.40572381019592285,0.4022604823112488,0.3951306939125061
